1760719025.720796 server started (17848): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760719025.720829 on Darwin 23.4.0 Darwin Kernel Version 23.4.0: Wed Feb 21 21:51:37 PST 2024; root:xnu-10063.101.15~2/RELEASE_ARM64_T8112
1760719025.720835 using libevent 2.1.12-stable select
1760719025.720842 using utf8proc 2.11.0
1760719025.720847 using ncurses 6.5 20240427
1760719025.743719 args_parse_flags: -1
1760719025.743721 args_parse_flag_argument: -p = (jump forward)
1760719025.743723 args_parse: flags end at 2 of 3
1760719025.743727 args_parse: 2 = send-keys -X jump-forward "%%" (type COMMANDS)
1760719025.743733 cmd_parse_build_commands: command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1760719025.743736 args_parse_flags: next -Tcopy-mode
1760719025.743738 args_parse_flag_argument: -T = copy-mode
1760719025.743740 args_parse_flags: next f
1760719025.743742 args_parse: flags end at 2 of 4
1760719025.743743 args_parse: 2 = f (type STRING)
1760719025.743749 args_parse: 3 = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } (type COMMANDS)
1760719025.743762 cmd_parse_build_commands: bind-key -T copy-mode f { command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" } }
1760719025.743765 cmdq_get_command: [bind-key/0x13a711e70] group 1515
1760719025.743767 cmdq_append <global>: [bind-key/0x13a711e70]
1760719025.743770 yylex_token: end at WS
1760719025.743772 yylex_token: bind
1760719025.743774 yylex_token: end at WS
1760719025.743776 yylex_token: -Tcopy-mode
1760719025.743778 yylex_token: end at WS
1760719025.743780 yylex_token: g
1760719025.743782 yylex_token: end at WS
1760719025.743784 yylex_token: command-prompt
1760719025.743786 yylex_token: end at WS
1760719025.743788 yylex_token: -p(goto line)
1760719025.743790 yylex_token: end at WS
1760719025.743792 yylex_token: send
1760719025.743794 yylex_token: end at WS
1760719025.743796 yylex_token: -X
1760719025.743798 yylex_token: end at WS
1760719025.743800 yylex_token: goto-line
1760719025.743802 yylex_token: end at WS
1760719025.743804 yylex_token: %%
1760719025.743806 cmd_parse_build_commands 0:0: bind
1760719025.743808 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.743811 cmd_parse_build_commands 0:2: g
1760719025.743813 cmd_parse_build_commands 0:3 0:0: command-prompt
1760719025.743815 cmd_parse_build_commands 0:3 0:1: -p(goto line)
1760719025.743817 cmd_parse_build_commands 0:3 0:2 0:0: send
1760719025.743819 cmd_parse_build_commands 0:3 0:2 0:1: -X
1760719025.743821 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1760719025.743823 cmd_parse_build_commands 0:3 0:2 0:3: %%
1760719025.743826 cmd_parse_build_commands 0:0: command-prompt
1760719025.743828 cmd_parse_build_commands 0:1: -p(goto line)
1760719025.743830 cmd_parse_build_commands 0:2 0:0: send
1760719025.743832 cmd_parse_build_commands 0:2 0:1: -X
1760719025.743834 cmd_parse_build_commands 0:2 0:2: goto-line
1760719025.743836 cmd_parse_build_commands 0:2 0:3: %%
1760719025.743839 cmd_parse_build_commands 0:0: send
1760719025.743841 cmd_parse_build_commands 0:1: -X
1760719025.743843 cmd_parse_build_commands 0:2: goto-line
1760719025.743845 cmd_parse_build_commands 0:3: %%
1760719025.743847 args_parse_flags: next -X
1760719025.743849 args_parse_flags: -X
1760719025.743851 args_parse_flags: next goto-line
1760719025.743853 args_parse: flags end at 2 of 4
1760719025.743855 args_parse: 2 = goto-line (type STRING)
1760719025.743858 args_parse: 3 = %% (type STRING)
1760719025.743862 cmd_parse_build_commands: send-keys -X goto-line "%%"
1760719025.743864 args_parse_flags: next -p(goto line)
1760719025.743866 args_parse_flag_argument: -p = (goto line)
1760719025.743868 args_parse: flags end at 2 of 3
1760719025.743872 args_parse: 2 = send-keys -X goto-line "%%" (type COMMANDS)
1760719025.743878 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1760719025.743881 args_parse_flags: next -Tcopy-mode
1760719025.743883 args_parse_flag_argument: -T = copy-mode
1760719025.743885 args_parse_flags: next g
1760719025.743887 args_parse: flags end at 2 of 4
1760719025.743889 args_parse: 2 = g (type STRING)
1760719025.743894 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } (type COMMANDS)
1760719025.743902 cmd_parse_build_commands: bind-key -T copy-mode g { command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } }
1760719025.743906 cmdq_get_command: [bind-key/0x13a7124a0] group 1527
1760719025.743908 cmdq_append <global>: [bind-key/0x13a7124a0]
1760719025.743910 yylex_token: end at WS
1760719025.743912 yylex_token: bind
1760719025.743914 yylex_token: end at WS
1760719025.743916 yylex_token: -Tcopy-mode
1760719025.743918 yylex_token: end at WS
1760719025.743920 yylex_token: n
1760719025.743922 yylex_token: end at WS
1760719025.743924 yylex_token: send
1760719025.743926 yylex_token: end at WS
1760719025.743928 yylex_token: -X
1760719025.743930 yylex_token: end at WS
1760719025.743932 yylex_token: search-again
1760719025.743934 cmd_parse_build_commands 0:0: bind
1760719025.743936 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.743941 cmd_parse_build_commands 0:2: n
1760719025.743943 cmd_parse_build_commands 0:3 0:0: send
1760719025.743945 cmd_parse_build_commands 0:3 0:1: -X
1760719025.743947 cmd_parse_build_commands 0:3 0:2: search-again
1760719025.743950 cmd_parse_build_commands 0:0: send
1760719025.743952 cmd_parse_build_commands 0:1: -X
1760719025.743954 cmd_parse_build_commands 0:2: search-again
1760719025.743957 args_parse_flags: next -X
1760719025.743958 args_parse_flags: -X
1760719025.743960 args_parse_flags: next search-again
1760719025.743962 args_parse: flags end at 2 of 3
1760719025.743964 args_parse: 2 = search-again (type STRING)
1760719025.743968 cmd_parse_build_commands: send-keys -X search-again
1760719025.743970 args_parse_flags: next -Tcopy-mode
1760719025.743972 args_parse_flag_argument: -T = copy-mode
1760719025.743974 args_parse_flags: next n
1760719025.743976 args_parse: flags end at 2 of 4
1760719025.743978 args_parse: 2 = n (type STRING)
1760719025.743982 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1760719025.743988 cmd_parse_build_commands: bind-key -T copy-mode n { send-keys -X search-again }
1760719025.743990 cmdq_get_command: [bind-key/0x13a712800] group 1539
1760719025.743993 cmdq_append <global>: [bind-key/0x13a712800]
1760719025.743995 yylex_token: end at WS
1760719025.743997 yylex_token: bind
1760719025.743999 yylex_token: end at WS
1760719025.744001 yylex_token: -Tcopy-mode
1760719025.744003 yylex_token: end at WS
1760719025.744005 yylex_token: q
1760719025.744007 yylex_token: end at WS
1760719025.744009 yylex_token: send
1760719025.744011 yylex_token: end at WS
1760719025.744013 yylex_token: -X
1760719025.744015 yylex_token: end at WS
1760719025.744017 yylex_token: cancel
1760719025.744019 cmd_parse_build_commands 0:0: bind
1760719025.744021 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744023 cmd_parse_build_commands 0:2: q
1760719025.744025 cmd_parse_build_commands 0:3 0:0: send
1760719025.744027 cmd_parse_build_commands 0:3 0:1: -X
1760719025.744029 cmd_parse_build_commands 0:3 0:2: cancel
1760719025.744032 cmd_parse_build_commands 0:0: send
1760719025.744034 cmd_parse_build_commands 0:1: -X
1760719025.744036 cmd_parse_build_commands 0:2: cancel
1760719025.744038 args_parse_flags: next -X
1760719025.744040 args_parse_flags: -X
1760719025.744042 args_parse_flags: next cancel
1760719025.744044 args_parse: flags end at 2 of 3
1760719025.744046 args_parse: 2 = cancel (type STRING)
1760719025.744050 cmd_parse_build_commands: send-keys -X cancel
1760719025.744052 args_parse_flags: next -Tcopy-mode
1760719025.744054 args_parse_flag_argument: -T = copy-mode
1760719025.744056 args_parse_flags: next q
1760719025.744058 args_parse: flags end at 2 of 4
1760719025.744060 args_parse: 2 = q (type STRING)
1760719025.744064 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1760719025.744070 cmd_parse_build_commands: bind-key -T copy-mode q { send-keys -X cancel }
1760719025.744073 cmdq_get_command: [bind-key/0x13a712ba0] group 1547
1760719025.744075 cmdq_append <global>: [bind-key/0x13a712ba0]
1760719025.744077 yylex_token: end at WS
1760719025.744079 yylex_token: bind
1760719025.744081 yylex_token: end at WS
1760719025.744083 yylex_token: -Tcopy-mode
1760719025.744085 yylex_token: end at WS
1760719025.744087 yylex_token: r
1760719025.744090 yylex_token: end at WS
1760719025.744091 yylex_token: send
1760719025.744094 yylex_token: end at WS
1760719025.744095 yylex_token: -X
1760719025.744098 yylex_token: end at WS
1760719025.744100 yylex_token: refresh-from-pane
1760719025.744102 cmd_parse_build_commands 0:0: bind
1760719025.744104 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744107 cmd_parse_build_commands 0:2: r
1760719025.744109 cmd_parse_build_commands 0:3 0:0: send
1760719025.744111 cmd_parse_build_commands 0:3 0:1: -X
1760719025.744113 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1760719025.744115 cmd_parse_build_commands 0:0: send
1760719025.744118 cmd_parse_build_commands 0:1: -X
1760719025.744120 cmd_parse_build_commands 0:2: refresh-from-pane
1760719025.744125 args_parse_flags: next -X
1760719025.744127 args_parse_flags: -X
1760719025.744130 args_parse_flags: next refresh-from-pane
1760719025.744132 args_parse: flags end at 2 of 3
1760719025.744134 args_parse: 2 = refresh-from-pane (type STRING)
1760719025.744138 cmd_parse_build_commands: send-keys -X refresh-from-pane
1760719025.744140 args_parse_flags: next -Tcopy-mode
1760719025.744142 args_parse_flag_argument: -T = copy-mode
1760719025.744144 args_parse_flags: next r
1760719025.744146 args_parse: flags end at 2 of 4
1760719025.744148 args_parse: 2 = r (type STRING)
1760719025.744151 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1760719025.744158 cmd_parse_build_commands: bind-key -T copy-mode r { send-keys -X refresh-from-pane }
1760719025.744161 cmdq_get_command: [bind-key/0x13a713030] group 1555
1760719025.744163 cmdq_append <global>: [bind-key/0x13a713030]
1760719025.744165 yylex_token: end at WS
1760719025.744167 yylex_token: bind
1760719025.744169 yylex_token: end at WS
1760719025.744171 yylex_token: -Tcopy-mode
1760719025.744173 yylex_token: end at WS
1760719025.744175 yylex_token: t
1760719025.744178 yylex_token: end at WS
1760719025.744179 yylex_token: command-prompt
1760719025.744182 yylex_token: end at WS
1760719025.744184 yylex_token: -1p(jump to forward)
1760719025.744186 yylex_token: end at WS
1760719025.744188 yylex_token: send
1760719025.744190 yylex_token: end at WS
1760719025.744192 yylex_token: -X
1760719025.744194 yylex_token: end at WS
1760719025.744196 yylex_token: jump-to-forward
1760719025.744198 yylex_token: end at WS
1760719025.744200 yylex_token: %%
1760719025.744202 cmd_parse_build_commands 0:0: bind
1760719025.744204 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744206 cmd_parse_build_commands 0:2: t
1760719025.744209 cmd_parse_build_commands 0:3 0:0: command-prompt
1760719025.744211 cmd_parse_build_commands 0:3 0:1: -1p(jump to forward)
1760719025.744213 cmd_parse_build_commands 0:3 0:2 0:0: send
1760719025.744215 cmd_parse_build_commands 0:3 0:2 0:1: -X
1760719025.744217 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-forward
1760719025.744219 cmd_parse_build_commands 0:3 0:2 0:3: %%
1760719025.744222 cmd_parse_build_commands 0:0: command-prompt
1760719025.744224 cmd_parse_build_commands 0:1: -1p(jump to forward)
1760719025.744226 cmd_parse_build_commands 0:2 0:0: send
1760719025.744228 cmd_parse_build_commands 0:2 0:1: -X
1760719025.744230 cmd_parse_build_commands 0:2 0:2: jump-to-forward
1760719025.744232 cmd_parse_build_commands 0:2 0:3: %%
1760719025.744235 cmd_parse_build_commands 0:0: send
1760719025.744237 cmd_parse_build_commands 0:1: -X
1760719025.744239 cmd_parse_build_commands 0:2: jump-to-forward
1760719025.744241 cmd_parse_build_commands 0:3: %%
1760719025.744244 args_parse_flags: next -X
1760719025.744246 args_parse_flags: -X
1760719025.744248 args_parse_flags: next jump-to-forward
1760719025.744250 args_parse: flags end at 2 of 4
1760719025.744252 args_parse: 2 = jump-to-forward (type STRING)
1760719025.744255 args_parse: 3 = %% (type STRING)
1760719025.744259 cmd_parse_build_commands: send-keys -X jump-to-forward "%%"
1760719025.744261 args_parse_flags: next -1p(jump to forward)
1760719025.744263 args_parse_flags: -1
1760719025.744265 args_parse_flag_argument: -p = (jump to forward)
1760719025.744268 args_parse: flags end at 2 of 3
1760719025.744272 args_parse: 2 = send-keys -X jump-to-forward "%%" (type COMMANDS)
1760719025.744278 cmd_parse_build_commands: command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1760719025.744280 args_parse_flags: next -Tcopy-mode
1760719025.744283 args_parse_flag_argument: -T = copy-mode
1760719025.744284 args_parse_flags: next t
1760719025.744286 args_parse: flags end at 2 of 4
1760719025.744288 args_parse: 2 = t (type STRING)
1760719025.744294 args_parse: 3 = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } (type COMMANDS)
1760719025.744303 cmd_parse_build_commands: bind-key -T copy-mode t { command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" } }
1760719025.744309 cmdq_get_command: [bind-key/0x13a7137c0] group 1563
1760719025.744312 cmdq_append <global>: [bind-key/0x13a7137c0]
1760719025.744314 yylex_token: end at WS
1760719025.744316 yylex_token: bind
1760719025.744318 yylex_token: end at WS
1760719025.744320 yylex_token: -Tcopy-mode
1760719025.744322 yylex_token: end at WS
1760719025.744324 yylex_token: Home
1760719025.744326 yylex_token: end at WS
1760719025.744328 yylex_token: send
1760719025.744330 yylex_token: end at WS
1760719025.744332 yylex_token: -X
1760719025.744335 yylex_token: end at WS
1760719025.744337 yylex_token: start-of-line
1760719025.744339 cmd_parse_build_commands 0:0: bind
1760719025.744341 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744343 cmd_parse_build_commands 0:2: Home
1760719025.744345 cmd_parse_build_commands 0:3 0:0: send
1760719025.744347 cmd_parse_build_commands 0:3 0:1: -X
1760719025.744349 cmd_parse_build_commands 0:3 0:2: start-of-line
1760719025.744352 cmd_parse_build_commands 0:0: send
1760719025.744354 cmd_parse_build_commands 0:1: -X
1760719025.744356 cmd_parse_build_commands 0:2: start-of-line
1760719025.744359 args_parse_flags: next -X
1760719025.744361 args_parse_flags: -X
1760719025.744363 args_parse_flags: next start-of-line
1760719025.744364 args_parse: flags end at 2 of 3
1760719025.744367 args_parse: 2 = start-of-line (type STRING)
1760719025.744370 cmd_parse_build_commands: send-keys -X start-of-line
1760719025.744372 args_parse_flags: next -Tcopy-mode
1760719025.744374 args_parse_flag_argument: -T = copy-mode
1760719025.744376 args_parse_flags: next Home
1760719025.744378 args_parse: flags end at 2 of 4
1760719025.744380 args_parse: 2 = Home (type STRING)
1760719025.744384 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1760719025.744390 cmd_parse_build_commands: bind-key -T copy-mode Home { send-keys -X start-of-line }
1760719025.744393 cmdq_get_command: [bind-key/0x13a713b50] group 1575
1760719025.744396 cmdq_append <global>: [bind-key/0x13a713b50]
1760719025.744398 yylex_token: end at WS
1760719025.744400 yylex_token: bind
1760719025.744402 yylex_token: end at WS
1760719025.744404 yylex_token: -Tcopy-mode
1760719025.744406 yylex_token: end at WS
1760719025.744408 yylex_token: End
1760719025.744410 yylex_token: end at WS
1760719025.744412 yylex_token: send
1760719025.744414 yylex_token: end at WS
1760719025.744416 yylex_token: -X
1760719025.744418 yylex_token: end at WS
1760719025.744420 yylex_token: end-of-line
1760719025.744422 cmd_parse_build_commands 0:0: bind
1760719025.744424 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744426 cmd_parse_build_commands 0:2: End
1760719025.744428 cmd_parse_build_commands 0:3 0:0: send
1760719025.744430 cmd_parse_build_commands 0:3 0:1: -X
1760719025.744432 cmd_parse_build_commands 0:3 0:2: end-of-line
1760719025.744435 cmd_parse_build_commands 0:0: send
1760719025.744437 cmd_parse_build_commands 0:1: -X
1760719025.744439 cmd_parse_build_commands 0:2: end-of-line
1760719025.744441 args_parse_flags: next -X
1760719025.744443 args_parse_flags: -X
1760719025.744445 args_parse_flags: next end-of-line
1760719025.744448 args_parse: flags end at 2 of 3
1760719025.744451 args_parse: 2 = end-of-line (type STRING)
1760719025.744454 cmd_parse_build_commands: send-keys -X end-of-line
1760719025.744456 args_parse_flags: next -Tcopy-mode
1760719025.744458 args_parse_flag_argument: -T = copy-mode
1760719025.744460 args_parse_flags: next End
1760719025.744462 args_parse: flags end at 2 of 4
1760719025.744464 args_parse: 2 = End (type STRING)
1760719025.744468 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1760719025.744474 cmd_parse_build_commands: bind-key -T copy-mode End { send-keys -X end-of-line }
1760719025.744477 cmdq_get_command: [bind-key/0x13a713f80] group 1583
1760719025.744479 cmdq_append <global>: [bind-key/0x13a713f80]
1760719025.744481 yylex_token: end at WS
1760719025.744483 yylex_token: bind
1760719025.744485 yylex_token: end at WS
1760719025.744487 yylex_token: -Tcopy-mode
1760719025.744489 yylex_token: end at WS
1760719025.744495 yylex_token: MouseDown1Pane
1760719025.744498 yylex_token: end at EOF
1760719025.744500 yylex_token: select-pane
1760719025.744502 cmd_parse_build_commands 0:0: bind
1760719025.744504 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744506 cmd_parse_build_commands 0:2: MouseDown1Pane
1760719025.744508 cmd_parse_build_commands 0:3: select-pane
1760719025.744511 args_parse_flags: next -Tcopy-mode
1760719025.744513 args_parse_flag_argument: -T = copy-mode
1760719025.744515 args_parse_flags: next MouseDown1Pane
1760719025.744517 args_parse: flags end at 2 of 4
1760719025.744519 args_parse: 2 = MouseDown1Pane (type STRING)
1760719025.744521 args_parse: 3 = select-pane (type STRING)
1760719025.744526 cmd_parse_build_commands: bind-key -T copy-mode MouseDown1Pane select-pane
1760719025.744529 cmdq_get_command: [bind-key/0x13a714200] group 1591
1760719025.744531 cmdq_append <global>: [bind-key/0x13a714200]
1760719025.744533 yylex_token: end at WS
1760719025.744535 yylex_token: bind
1760719025.744538 yylex_token: end at WS
1760719025.744540 yylex_token: -Tcopy-mode
1760719025.744542 yylex_token: end at WS
1760719025.744544 yylex_token: MouseDrag1Pane
1760719025.744546 yylex_token: end at ;
1760719025.744548 yylex_token: select-pane
1760719025.744550 yylex_token: end at WS
1760719025.744552 yylex_token: send
1760719025.744554 yylex_token: end at WS
1760719025.744556 yylex_token: -X
1760719025.744558 yylex_token: end at WS
1760719025.744560 yylex_token: begin-selection
1760719025.744563 cmd_parse_build_commands 0:0: bind
1760719025.744565 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744567 cmd_parse_build_commands 0:2: MouseDrag1Pane
1760719025.744569 cmd_parse_build_commands 0:3 0:0: select-pane
1760719025.744571 cmd_parse_build_commands 0:3 1:0: send
1760719025.744573 cmd_parse_build_commands 0:3 1:1: -X
1760719025.744575 cmd_parse_build_commands 0:3 1:2: begin-selection
1760719025.744578 cmd_parse_build_commands 0:0: select-pane
1760719025.744580 cmd_parse_build_commands 1:0: send
1760719025.744582 cmd_parse_build_commands 1:1: -X
1760719025.744584 cmd_parse_build_commands 1:2: begin-selection
1760719025.744587 args_parse: flags end at 1 of 1
1760719025.744590 args_parse_flags: next -X
1760719025.744592 args_parse_flags: -X
1760719025.744594 args_parse_flags: next begin-selection
1760719025.744596 args_parse: flags end at 2 of 3
1760719025.744598 args_parse: 2 = begin-selection (type STRING)
1760719025.744602 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1760719025.744604 args_parse_flags: next -Tcopy-mode
1760719025.744606 args_parse_flag_argument: -T = copy-mode
1760719025.744608 args_parse_flags: next MouseDrag1Pane
1760719025.744610 args_parse: flags end at 2 of 4
1760719025.744612 args_parse: 2 = MouseDrag1Pane (type STRING)
1760719025.744616 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1760719025.744623 cmd_parse_build_commands: bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1760719025.744626 cmdq_get_command: [bind-key/0x13a7146f0] group 1595
1760719025.744628 cmdq_append <global>: [bind-key/0x13a7146f0]
1760719025.744630 yylex_token: end at WS
1760719025.744632 yylex_token: bind
1760719025.744634 yylex_token: end at WS
1760719025.744636 yylex_token: -Tcopy-mode
1760719025.744639 yylex_token: end at WS
1760719025.744641 yylex_token: MouseDragEnd1Pane
1760719025.744643 yylex_token: end at WS
1760719025.744645 yylex_token: send
1760719025.744647 yylex_token: end at WS
1760719025.744648 yylex_token: -X
1760719025.744651 yylex_token: end at WS
1760719025.744653 yylex_token: copy-pipe-and-cancel
1760719025.744655 cmd_parse_build_commands 0:0: bind
1760719025.744657 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744659 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1760719025.744662 cmd_parse_build_commands 0:3 0:0: send
1760719025.744663 cmd_parse_build_commands 0:3 0:1: -X
1760719025.744666 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1760719025.744668 cmd_parse_build_commands 0:0: send
1760719025.744673 cmd_parse_build_commands 0:1: -X
1760719025.744675 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1760719025.744678 args_parse_flags: next -X
1760719025.744680 args_parse_flags: -X
1760719025.744682 args_parse_flags: next copy-pipe-and-cancel
1760719025.744684 args_parse: flags end at 2 of 3
1760719025.744686 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1760719025.744690 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1760719025.744692 args_parse_flags: next -Tcopy-mode
1760719025.744694 args_parse_flag_argument: -T = copy-mode
1760719025.744696 args_parse_flags: next MouseDragEnd1Pane
1760719025.744698 args_parse: flags end at 2 of 4
1760719025.744700 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1760719025.744704 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1760719025.744710 cmd_parse_build_commands: bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1760719025.744713 cmdq_get_command: [bind-key/0x13a714af0] group 1604
1760719025.744715 cmdq_append <global>: [bind-key/0x13a714af0]
1760719025.744717 yylex_token: end at WS
1760719025.744719 yylex_token: bind
1760719025.744721 yylex_token: end at WS
1760719025.744723 yylex_token: -Tcopy-mode
1760719025.744726 yylex_token: end at WS
1760719025.744727 yylex_token: WheelUpPane
1760719025.744730 yylex_token: end at ;
1760719025.744732 yylex_token: select-pane
1760719025.744734 yylex_token: end at WS
1760719025.744735 yylex_token: send
1760719025.744737 yylex_token: end at WS
1760719025.744739 yylex_token: -N5
1760719025.744741 yylex_token: end at WS
1760719025.744743 yylex_token: -X
1760719025.744745 yylex_token: end at WS
1760719025.744747 yylex_token: scroll-up
1760719025.744750 cmd_parse_build_commands 0:0: bind
1760719025.744752 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744754 cmd_parse_build_commands 0:2: WheelUpPane
1760719025.744756 cmd_parse_build_commands 0:3 0:0: select-pane
1760719025.744758 cmd_parse_build_commands 0:3 1:0: send
1760719025.744760 cmd_parse_build_commands 0:3 1:1: -N5
1760719025.744762 cmd_parse_build_commands 0:3 1:2: -X
1760719025.744764 cmd_parse_build_commands 0:3 1:3: scroll-up
1760719025.744766 cmd_parse_build_commands 0:0: select-pane
1760719025.744768 cmd_parse_build_commands 1:0: send
1760719025.744770 cmd_parse_build_commands 1:1: -N5
1760719025.744772 cmd_parse_build_commands 1:2: -X
1760719025.744774 cmd_parse_build_commands 1:3: scroll-up
1760719025.744777 args_parse: flags end at 1 of 1
1760719025.744780 args_parse_flags: next -N5
1760719025.744782 args_parse_flag_argument: -N = 5
1760719025.744784 args_parse_flags: next -X
1760719025.744786 args_parse_flags: -X
1760719025.744788 args_parse_flags: next scroll-up
1760719025.744790 args_parse: flags end at 3 of 4
1760719025.744792 args_parse: 3 = scroll-up (type STRING)
1760719025.744797 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1760719025.744799 args_parse_flags: next -Tcopy-mode
1760719025.744801 args_parse_flag_argument: -T = copy-mode
1760719025.744803 args_parse_flags: next WheelUpPane
1760719025.744805 args_parse: flags end at 2 of 4
1760719025.744807 args_parse: 2 = WheelUpPane (type STRING)
1760719025.744812 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1760719025.744819 cmd_parse_build_commands: bind-key -T copy-mode WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1760719025.744822 cmdq_get_command: [bind-key/0x13a714fd0] group 1612
1760719025.744824 cmdq_append <global>: [bind-key/0x13a714fd0]
1760719025.744826 yylex_token: end at WS
1760719025.744828 yylex_token: bind
1760719025.744831 yylex_token: end at WS
1760719025.744833 yylex_token: -Tcopy-mode
1760719025.744835 yylex_token: end at WS
1760719025.744837 yylex_token: WheelDownPane
1760719025.744839 yylex_token: end at ;
1760719025.744841 yylex_token: select-pane
1760719025.744843 yylex_token: end at WS
1760719025.744845 yylex_token: send
1760719025.744847 yylex_token: end at WS
1760719025.744849 yylex_token: -N5
1760719025.744851 yylex_token: end at WS
1760719025.744855 yylex_token: -X
1760719025.744858 yylex_token: end at WS
1760719025.744859 yylex_token: scroll-down
1760719025.744862 cmd_parse_build_commands 0:0: bind
1760719025.744864 cmd_parse_build_commands 0:1: -Tcopy-mode
1760719025.744866 cmd_parse_build_commands 0:2: WheelDownPane
1760719025.744868 cmd_parse_build_commands 0:3 0:0: select-pane
1760719025.744870 cmd_parse_build_commands 0:3 1:0: send
1760719025.744872 cmd_parse_build_commands 0:3 1:1: -N5
1760719025.744874 cmd_parse_build_commands 0:3 1:2: -X
1760719025.744876 cmd_parse_build_commands 0:3 1:3: scroll-down
1760719025.744879 cmd_parse_build_commands 0:0: select-pane
1760719025.744881 cmd_parse_build_commands 1:0: send
1760719025.744883 cmd_parse_build_commands 1:1: -N5
1760719025.744885 cmd_parse_build_commands 1:2: -X
1760719025.744887 cmd_parse_build_commands 1:3: scroll-down
1760719025.744889 args_parse: flags end at 1 of 1
1760719025.744893 args_parse_flags: next -N5
1760719025.744895 args_parse_flag_argument: -N = 5
1760719025.744897 args_parse_flags: next -X
1760719025.744899 args_parse_flags: -X
1760719025.744901 args_parse_flags: next scroll-down
1760719025.744903 args_parse: flags end at 3 of 4
1760719025.744905 args_parse: 3 = scroll-down (type STRING)
1760719025.744909 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1760719025.744911 args_parse_flags: next -Tcopy-mode
1760719025.744913 args_parse_flag_argument: -T = copy-mode
1760719025.744915 args_parse_flags: next WheelDownPane
1760719025.744917 args_parse: flags end at 2 of 4
1760719025.744919 args_parse: 2 = WheelDownPane (type STRING)
1760719025.744923 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1760719025.744930 cmd_parse_build_commands: bind-key -T copy-mode WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1760719025.744933 cmdq_get_command: [bind-key/0x13a715420] group 1621
1760719025.744935 cmdq_append <global>: [bind-key/0x13a715420]
1760719025.744938 yylex_token: end at WS
1760719025.744939 yylex_token: bind
1760719025.744942 yylex_token: end at WS
1760719025.744944 yylex_token: -Tcopy-mode
1760719025.744946 yylex_token: end at WS
1760719025.744948 yylex_token: DoubleClick1Pane
1760719025.744951 yylex_token: end at ;
1760719025.744953 yylex_token: select-pane
1760719025.744955 yylex_token: end at WS
1760719025.744957 yylex_token: send
1760719025.744959 yylex_token: end at WS
1760719025.744961 yylex_token: -X
1760719025.744963 yylex_token: end at ;
1760719025.744965 yylex_token: select-word
1760719025.744967 yylex_token: end at WS
1760719025.744969 yylex_token: run
